rutaImagen,etiqueta,estado,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000073.jpg,pliers,exito,2.6286751017588554,5.36257250473409,9.98455503896541,9.577640235174375,9.999999999982577,9.998514765808562,-9.999999999999584
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000074.jpg,pliers,exito,2.6179590668567645,5.346317306131113,9.938131235270207,9.537988459376079,9.999999999997993,9.998279110837325,9.99999999995563
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000075.jpg,pliers,exito,2.931325454860201,7.718067171175509,9.4708181709281,9.774293910839315,9.999999999991292,-9.999982518170466,-9.999999999963306
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000076.jpg,pliers,exito,2.7080171640736044,6.052711991663385,8.528511513839938,9.939218931294366,-9.999999999992399,9.99994663998591,9.999999999988813
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000077.jpg,pliers,exito,2.8470194790622254,7.335396991450249,9.964081336878797,9.936892998885519,9.999999999999293,-9.999996593893599,9.999999999999652
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000078.jpg,pliers,exito,2.8938559314454158,6.680091166604496,9.338653125198965,9.593350407070998,9.999999999841622,9.999786092714302,9.999999999988683
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000079.jpg,pliers,exito,2.7859022612685425,6.9838796876449,9.008513071325064,9.876545186615743,9.999999999975794,9.99996330433558,9.99999999999792
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000080.jpg,pliers,exito,2.761506402060829,6.690411498310197,9.8535009306241,9.946197494730995,9.999999999998684,-9.999997044494448,-9.999999999999961
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000081.jpg,pliers,exito,2.787249828759216,5.740202547528423,9.575550652512586,9.956889771573104,9.999999999998467,9.999949453560525,9.999999999998902
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000082.jpg,pliers,exito,2.832913231074921,7.189204945512627,9.62597083770652,9.783099240302821,9.999999999983224,-9.999953799008917,-9.999999999979531
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000083.jpg,pliers,exito,3.0516073074054963,6.817924039596248,9.820661460183866,9.983603123072024,-9.99999999999996,-9.999995965762105,-9.999999999999769
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000084.jpg,pliers,exito,2.7887842488054617,6.038390943856027,9.34277465635225,9.442319476828164,-9.99999999998162,9.99920859153693,-9.999999999655573
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000085.jpg,pliers,exito,2.5421307428870388,5.196590918681703,8.805829246223045,9.519050883915666,9.999999999520787,9.997788559039291,9.999999999988313
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000086.jpg,pliers,exito,2.6478971374907228,5.979927616573674,8.777180128124023,9.587050056532265,9.999999999685533,9.999837014963276,9.99999999985963
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000087.jpg,pliers,exito,2.9273927453722064,7.389963594389922,9.599185245953109,9.466394348933449,9.99999999981669,9.999870768684852,9.999999999917707
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000088.jpg,pliers,exito,2.8798135833656544,6.44913033992515,8.99001785899463,9.79558101254197,9.99999999994547,9.99986146972025,-9.999999999971564
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000089.jpg,pliers,exito,2.942683374898704,7.37995011541121,9.868241741341539,9.91701317804596,-9.999999999997799,9.999996211467213,9.999999999998819
